WB_Code,Year,Population,GDP,GDP_per_capita
FIN,1979,4764690.0,44469218439.9328,9333.07695567452
FIN,1980,4779535.0,53649984061.205,11224.9380036353
FIN,1981,4799964.0,52440066133.9212,10925.0957161181
FIN,1982,4826933.0,52784013815.2214,10935.3110588486
FIN,1983,4855787.0,50956447480.7857,10493.9626636806
FIN,1984,4881803.0,52870993272.6553,10830.2185222663
FIN,1985,4902206.0,55856676899.4628,11394.1921044246
FIN,1986,4918154.0,73511611541.1682,14946.9926198261
FIN,1987,4932123.0,91564993913.1611,18565.0264426011
FIN,1988,4946481.0,109039090262.971,22043.7701596288
FIN,1989,4964371.0,118991270611.057,23969.052798644
FIN,1990,4986431.0,141446120354.533,28366.204276071
FIN,1991,5013740.0,127794441993.824,25488.8450525604
FIN,1992,5041992.0,112537828510.751,22320.1124695857
FIN,1993,5066447.0,89112105756.2194,17588.6781715509
FIN,1994,5088333.0,103182697780.307,20278.29109854
FIN,1995,5107790.0,134060457516.34,26246.2743214462
FIN,1996,5124573.0,131991975148.848,25756.6777073618
FIN,1997,5139835.0,126862902302.142,24682.29083271
FIN,1998,5153498.0,133990876724.522,25999.9861694953
FIN,1999,5165474.0,135234241918.147,26180.4128562349
FIN,2000,5176209.0,125967821110.589,24335.9225082659
FIN,2001,5188008.0,129519672868.898,24965.202996776
FIN,2002,5200598.0,140360963811.765,26989.389260959
FIN,2003,5213014.0,171612867735.686,32920.0857192568
FIN,2004,5228172.0,197458297639.769,37768.1334202029
FIN,2005,5246096.0,204859368790.661,39049.8703780223
FIN,2006,5266268.0,217044068234.117,41214.0187765069
FIN,2007,5288720.0,256360251537.648,48473.0240091455
FIN,2008,5313399.0,285698662071.094,53769.4726240385
FIN,2009,5338871.0,253480783439.453,47478.3495310999
FIN,2010,5363352.0,249429613683.334,46506.2919016566
FIN,2011,5388272.0,275126915515.565,51060.3242589767
FIN,2012,5413971.0,257443384492.969,47551.6740841369
FIN,2013,5438972.0,270268036626.275,49691.0145200739
FIN,2014,5461512.0,273478528954.901,50073.7760815871
FIN,2015,5479531.0,233210733506.25,42560.3456767103
FIN,2016,5495303.0,238777818792.608,43451.2562442158
FIN,2017,5508214.0,253846138440.0,46085.0174739036
FIN,2018,5515525.0,273869255596.078,49654.2497035329
FIN,2019,5521606.0,267014821129.411,48358.1807773701
FIN,2020,5529543.0,270000311606.226,48828.6846862799
FIN,2021,5541017.0,294223210496.119,53099.1351400148
FIN,2022,5556106.0,280253099309.34,50440.560224974
FIN,2023,5583911.0,295021982462.75,52834.2916752703
FIN,2024,5619911.0,298696961297.656,53149.7671934051
FJI,1960,404887.0,112328422.113084,277.431535497766
FJI,1961,417406.0,116987784.913739,280.273366731046
FJI,1962,430536.0,122906434.957814,285.473073001593
FJI,1963,444276.0,129454728.623599,291.38357377756
FJI,1964,458324.0,140032741.468329,305.532203132127
FJI,1965,472575.0,147084750.031482,311.241072912198
FJI,1966,486487.0,150603925.515853,309.5744090096
FJI,1967,498873.0,162625885.863484,325.9865454003
FJI,1968,510002.0,166952937.135005,327.357416510141
FJI,1969,520797.0,182182067.703568,349.813973013608
FJI,1970,531188.0,219878482.173564,413.93721652892
FJI,1971,541121.0,247749327.721267,457.844599860784
FJI,1972,550499.0,316656648.698957,575.217482137037
FJI,1973,559222.0,425950487.519894,761.684067364828
FJI,1974,567489.0,558587097.382833,984.313523932329
FJI,1975,575906.0,684282434.361095,1188.18424249981
FJI,1976,585534.0,694540806.380644,1186.16648457757
FJI,1977,597805.0,719501765.783049,1203.57267969162
FJI,1978,612091.0,829267889.429373,1354.81144050374
FJI,1979,626862.0,1019691460.17376,1626.66019023926
FJI,1980,641975.0,1202618816.20852,1873.31097972432
FJI,1981,657471.0,1235626770.50924,1879.36315139259
FJI,1982,673414.0,1194059943.22478,1773.14392517051
FJI,1983,689835.0,1123085190.06509,1628.04901181455
FJI,1984,706716.0,1178000677.99929,1666.86572541062
FJI,1985,723761.0,1141168943.97661,1576.72069091401
FJI,1986,739306.0,1290267339.65006,1745.24126633634
FJI,1987,750540.0,1177947965.12142,1569.46727039388
FJI,1988,758697.0,1110009522.75743,1463.04720165947
FJI,1989,766321.0,1182660265.76635,1543.2961719258
FJI,1990,773316.0,1337017559.49728,1728.94076871199
FJI,1991,779656.0,1383883249.591,1774.99211138118
FJI,1992,785346.0,1532411039.05479,1951.25592930351
FJI,1993,790369.0,1636101246.9394,2070.04734110195
FJI,1994,794771.0,1825732092.54674,2297.18005884304
FJI,1995,798746.0,1970301486.20561,2466.74347815903
FJI,1996,803789.0,2128696643.62574,2648.32766264
FJI,1997,812139.0,2090221137.02876,2573.72338605678
FJI,1998,822258.0,1653146716.58235,2010.49636073149
FJI,1999,831828.0,1936459986.03795,2327.95720514091
FJI,2000,840909.0,1678219507.89829,1995.72071163264
FJI,2001,849596.0,1652462023.46215,1944.997414609
FJI,2002,858049.0,1833279985.36741,2136.56794118683
FJI,2003,866286.0,2300492465.32276,2655.58079586044
FJI,2004,874366.0,2708078476.63012,3097.19096651759
FJI,2005,882379.0,2980403844.72096,3377.69126953493
FJI,2006,890365.0,3076305452.86506,3455.10599907349
FJI,2007,897832.0,3378314599.76402,3762.74692789299
FJI,2008,903399.0,3523185919.55826,3899.92231512129
FJI,2009,907239.0,2870624635.68032,3164.13275408169
FJI,2010,910419.0,3140166712.79624,3449.14452883369
FJI,2011,912989.0,3779411899.37483,4139.60288609702
FJI,2012,914918.0,3972028104.47328,4341.40338748749
FJI,2013,916352.0,4189967998.51424,4572.44377544245
FJI,2014,917585.0,4857104768.86844,5293.35676680464
FJI,2015,918578.0,4682479893.97558,5097.53106864695
FJI,2016,919166.0,4930213644.36653,5363.79026679243
FJI,2017,918759.0,5353469174.47838,5826.84814459328
FJI,2018,917180.0,5581425327.44397,6085.41979485376
FJI,2019,914899.0,5344907153.46698,5842.07344577597
FJI,2020,914963.0,4227719873.3865,4620.6457238014
FJI,2021,916711.0,4158873156.17978,4536.73312110335
FJI,2022,919422.0,4977861885.60316,5414.12092119088
FJI,2023,924145.0,5476673518.13788,5926.20586394763
FJI,2024,928784.0,5968125909.27126,6425.74151715712
FRA,1960,47412964.0,61959085885.3427,1306.79629911648
FRA,1961,47905982.0,67158050215.0488,1401.87190432812
FRA,1962,48389516.0,75196980365.0325,1553.99323202639
FRA,1963,48877567.0,84227606649.8725,1723.23648290171
FRA,1964,49401492.0,93424179943.3453,1891.12061521027
FRA,1965,49877725.0,100927668584.29,2023.50184544884
FRA,1966,50311637.0,109306730313.216,2172.59339649824
FRA,1967,50722791.0,118088635380.954,2328.11785496887
FRA,1968,51112980.0,128710572572.436,2518.15825593491
FRA,1969,51536014.0,140660914840.59,2729.37124785377
FRA,1970,52007169.0,147312861698.358,2832.54913756906
FRA,1971,52499553.0,164694210962.472,3137.05929958055
FRA,1972,52962356.0,201738881664.499,3809.09946046394
FRA,1973,53392161.0,261970536240.424,4906.53555379458
FRA,1974,53746571.0,282739225313.693,5260.60025882755
FRA,1975,54002853.0,357324307786.446,6616.76722499173
FRA,1976,54232383.0,368363152144.223,6792.3099035538
FRA,1977,54486467.0,406401711687.617,7458.76424117602
FRA,1978,54734030.0,501724418604.651,9166.59011961391
FRA,1979,54979851.0,608218624730.188,11062.5731730373
FRA,1980,55274184.0,694529183483.39,12565.1639377144
FRA,1981,55603353.0,609184791792.396,10955.9002996167
FRA,1982,55806789.0,578152310609.841,10359.8920663549
FRA,1983,56108330.0,553356312935.709,9862.28449386586
FRA,1984,56383085.0,525033325827.516,9311.89426452129
FRA,1985,56665619.0,547220981165.134,9657.01938533723
FRA,1986,56956002.0,764946585850.933,13430.4824599685
FRA,1987,57266167.0,926320855614.973,16175.7090467566
FRA,1988,57598186.0,1010827662151.75,17549.6440487161
FRA,1989,57943062.0,1016742237302.08,17547.2645422514
FRA,1990,58261012.0,1257649439826.53,21586.4674617483
FRA,1991,58554242.0,1258961748633.88,21500.7778366233
FRA,1992,58846584.0,1389663073110.28,23615.0168565483
FRA,1993,59103094.0,1314383368079.69,22238.8250618434
FRA,1994,59324863.0,1385822778827.98,23359.8985104774
FRA,1995,59541294.0,1595219345511.89,26791.8151982369
FRA,1996,59754504.0,1598889216566.23,26757.6351494145
FRA,1997,59968066.0,1449392222971.45,24169.4008102822
FRA,1998,60190684.0,1496906382032.47,24869.4030795939
FRA,1999,60501986.0,1486915879701.93,24576.3152254528
FRA,2000,60918661.0,1360959069477.49,22340.5939516217
FRA,2001,61364377.0,1370376677298.86,22331.7948343036
FRA,2002,61812142.0,1492427756382.43,24144.5727019529
FRA,2003,62249855.0,1835095983049.09,29479.5222101175
FRA,2004,62707588.0,2109792297237.03,33644.9282220364
FRA,2005,63180854.0,2192146403028.17,34696.3718316971
FRA,2006,63622342.0,2317861544690.82,36431.5658906555
FRA,2007,64016890.0,2655816911866.56,41486.1907828787
FRA,2008,64375116.0,2926802941585.86,45464.8181385158
FRA,2009,64706436.0,2700075882518.98,41728.0884164132
FRA,2010,65026211.0,2646230027988.34,40694.8211697025
FRA,2011,65340830.0,2870408553990.28,43929.7840873812
FRA,2012,65657659.0,2683007095787.23,40863.5814412333
FRA,2013,65997932.0,2816077607875.26,42669.1795111893
FRA,2014,66312067.0,2861236112552.42,43148.0459288416
FRA,2015,66548272.0,2442483452642.5,36702.4323733379
FRA,2016,66724104.0,2470407619777.13,37024.2157133669
FRA,2017,66918020.0,2588868323334.71,38687.1626407164
FRA,2018,67158348.0,2781576320884.39,41418.1766484844
FRA,2019,67382061.0,2722793515171.76,40408.2848574751
FRA,2020,67601110.0,2647926055110.05,39169.8606000707
FRA,2021,67842811.0,2966433692008.09,43725.0999521245
FRA,2022,68184457.0,2794788137066.94,40988.6396406579
FRA,2023,68372286.0,3056250648138.29,44700.1384177544
FRA,2024,68551653.0,3160442622465.08,46103.0840855884
FSM,1960,43061.0,,
FSM,1961,44610.0,,
FSM,1962,46218.0,,
FSM,1963,47744.0,,
FSM,1964,49181.0,,
FSM,1965,50684.0,,
FSM,1966,52258.0,,
FSM,1967,53846.0,,
FSM,1968,55457.0,,
FSM,1969,57145.0,,
FSM,1970,58922.0,19885926.0,337.4957740742
FSM,1971,60636.0,21783158.0,359.244640147767
FSM,1972,62278.0,25100928.0,403.046469058094
FSM,1973,63986.0,34821467.0,544.204466602069
FSM,1974,65749.0,46095175.0,701.077963162938
FSM,1975,67428.0,46119184.0,683.97674556564
FSM,1976,69049.0,46813193.0,677.970615070457
FSM,1977,70753.0,47305560.0,668.601472729072
FSM,1978,72754.0,53656834.0,737.510432416087
FSM,1979,75054.0,60270778.0,803.032190156421
FSM,1980,77407.0,64186644.0,829.209813066002
FSM,1981,79794.0,76472529.0,958.37442664862
FSM,1982,82219.0,80055706.0,973.688636446563
FSM,1983,84680.0,84110353.0,993.272945205479
FSM,1984,87176.0,84676118.0,971.323735890612
FSM,1985,89707.0,101931941.0,1136.27633295061
FSM,1986,92266.0,112210000.0,1216.15763119676
FSM,1987,94844.0,116700000.0,1230.44156720509
FSM,1988,97097.0,124700000.0,1284.2827275817
FSM,1989,99003.0,135200000.0,1365.61518337828
FSM,1990,100888.0,147200000.0,1459.04369201491
FSM,1991,102754.0,166200000.0,1617.45528154622
FSM,1992,104806.0,178100000.0,1699.3301910196
FSM,1993,107066.0,198400000.0,1853.06259690284
FSM,1994,109075.0,202500000.0,1856.5207426083
FSM,1995,110230.0,219930003.350969,1995.19190194111
FSM,1996,110710.0,216545996.897124,1955.97504197565
FSM,1997,111071.0,204397167.480929,1840.23883354727
FSM,1998,111377.0,216520601.071838,1944.03333786902
FSM,1999,111680.0,217198869.130571,1944.83228089695
FSM,2000,112044.0,229616847.556821,2049.3453246655
FSM,2001,112365.0,236387710.833256,2103.74859460914
FSM,2002,112448.0,237654335.835633,2113.45987332485
FSM,2003,112285.0,240949861.080731,2145.87755337517
FSM,2004,111925.0,235538109.216531,2104.42804750084
FSM,2005,111412.0,245905050.832081,2207.16844533875
FSM,2006,110729.0,248583534.788766,2244.97227274486
FSM,2007,109880.0,252011254.242462,2293.51341684075
FSM,2008,108936.0,258124736.278522,2369.50811741318
FSM,2009,107957.0,274654606.935781,2544.11114550961
FSM,2010,107540.0,290638857.061212,2702.61165204772
FSM,2011,107698.0,306799375.530804,2848.70077003105
FSM,2012,107890.0,322838077.579294,2992.28916099077
FSM,2013,108121.0,312808581.662958,2893.13437410825
FSM,2014,108396.0,313994033.967662,2896.73082002714
FSM,2015,108716.0,310175057.802073,2853.07643587028
FSM,2016,109075.0,325000000.0,2979.60119184048
FSM,2017,109481.0,359000000.0,3279.10779039285
FSM,2018,109909.0,392000000.0,3566.58690371125
FSM,2019,110282.0,394000000.0,3572.65918282222
FSM,2020,110916.0,372902700.0,3362.02802120524
FSM,2021,111624.0,391601900.0,3508.22314197664
FSM,2022,112114.0,415956900.0,3710.12451611752
FSM,2023,112630.0,441469400.0,3919.64307910859
FSM,2024,113160.0,471425099.488675,4166.00476748564
GAB,1960,512316.0,141468977.799846,276.136169473227
GAB,1961,518266.0,167637907.122782,323.4592026542
GAB,1962,524649.0,182796536.266025,348.416820133128
GAB,1963,531452.0,154480244.055222,290.675816546409
GAB,1964,538657.0,215679855.342091,400.402956504958
GAB,1965,546308.0,226474285.779063,414.554218095035
GAB,1966,554463.0,245849781.273234,443.401599878142
GAB,1967,563108.0,271543680.048895,482.22309050643
GAB,1968,572257.0,294468564.245272,514.573983796217
GAB,1969,583276.0,318124701.478771,545.410237141201
GAB,1970,595846.0,323802475.512425,543.433161441757
GAB,1971,608348.0,381687072.622379,627.415677576616
GAB,1972,620960.0,430508358.514204,693.294831412979
GAB,1973,633995.0,722780701.295854,1140.0416427509
GAB,1974,647691.0,1544216001.66059,2384.18628892572
GAB,1975,662197.0,2157592940.04234,3258.23424153589
GAB,1976,677628.0,3009409974.26856,4441.09448586623
GAB,1977,693984.0,2809349069.22118,4048.1467428949
GAB,1978,711245.0,2389479271.66616,3359.57268123664
GAB,1979,729375.0,3030251120.09759,4154.58594015093
GAB,1980,748389.0,4279637942.25144,5718.46719052717
GAB,1981,768385.0,3862269120.53497,5026.47646757156
GAB,1982,789286.0,3618007841.13503,4583.89967785445
GAB,1983,811005.0,3391275731.53751,4181.57191575578
GAB,1984,833501.0,3561451560.50783,4272.88216871705
GAB,1985,856726.0,3339914757.22872,3898.46316935487
GAB,1986,880705.0,3403638189.20049,3864.67453823981
GAB,1987,905479.0,3281797043.04996,3624.37675865476
GAB,1988,931020.0,3834503376.02992,4118.60473032795
GAB,1989,957138.0,4186411463.85975,4373.88491926948
GAB,1990,983734.0,5952293764.84777,6050.71468999523
GAB,1991,1010818.0,5402919784.57004,5345.0965303052
GAB,1992,1038380.0,5592390827.39854,5385.68811745078
GAB,1993,1066405.0,4378645081.01769,4105.98701339331
GAB,1994,1094720.0,4190819344.22255,3828.21118114454
GAB,1995,1123213.0,4958845648.04778,4414.8755828572
GAB,1996,1152015.0,5694040002.89863,4942.67870027615
GAB,1997,1181439.0,5326817114.53586,4508.75340541142
GAB,1998,1211736.0,4483417309.83011,3699.99513906504
GAB,1999,1243016.0,4662992036.2073,3751.35318950625
GAB,2000,1275572.0,5080483628.53013,3982.906200928
GAB,2001,1309589.0,5023265413.2623,3835.75718279727
GAB,2002,1345135.0,5335451099.88223,3966.48001864663
GAB,2003,1382350.0,6511903365.47554,4710.74862768151
GAB,2004,1421609.0,7770219008.21293,5465.79193590708
GAB,2005,1463495.0,9582783990.85345,6547.87613955186
GAB,2006,1508337.0,10327598306.4575,6847.00985685394
GAB,2007,1556237.0,12455409587.3371,8003.54289696049
GAB,2008,1607175.0,15571348344.3379,9688.64519690633
GAB,2009,1661556.0,12113699068.2517,7290.57526093114
GAB,2010,1719879.0,14372593020.2885,8356.74662013345
GAB,2011,1781985.0,18210307743.5816,10219.1139339454
GAB,2012,1846889.0,17170464016.0593,9296.96587941088
GAB,2013,1913059.0,17595744798.3398,9197.70106323947
GAB,2014,1978399.0,18203966895.8433,9201.36276648105
GAB,2015,2040989.0,14383107762.6952,7047.12654634355
GAB,2016,2100306.0,14023890265.3665,6677.07003901644
GAB,2017,2156900.0,14929487485.1623,6921.73373135624
GAB,2018,2212318.0,16867326401.9626,7624.2775233771
GAB,2019,2267706.0,16874405465.391,7441.1786472281
GAB,2020,2322539.0,15342236163.9864,6605.80346077565
GAB,2021,2376722.0,19444935097.2395,8181.40914134656
GAB,2022,2430747.0,20440655695.1804,8409.2074145028
GAB,2023,2484789.0,19388372070.9778,7802.82433276138
GAB,2024,2538952.0,20895684425.6752,8230.04311451151
GBR,1960,52400000.0,73233967692.1028,1397.5948032844
GBR,1961,52800000.0,77741965703.3544,1472.38571407868
GBR,1962,53250000.0,81247564156.8246,1525.77585271032
GBR,1963,53650000.0,86561961812.3249,1613.45688373392
GBR,1964,54000000.0,94407558351.1616,1748.2881176141
GBR,1965,54348050.0,101824755078.991,1873.56777435421
GBR,1966,54648500.0,108572752102.045,1986.74715869685
GBR,1967,54943600.0,113116888210.787,2058.78188198056
GBR,1968,55211700.0,107759910067.889,1951.75859587532
GBR,1969,55441750.0,116464702803.218,2100.66786858672
GBR,1970,55663250.0,130671946244.3,2347.54431773747
GBR,1971,55896223.0,148113896325.14,2649.80151387223
GBR,1972,56086065.0,169965034965.035,3030.43251411977
GBR,1973,56194527.0,192537971582.558,3426.27622050378
GBR,1974,56229974.0,206131369798.971,3665.8627976419
GBR,1975,56225800.0,241756637168.142,4299.74561799284
GBR,1976,56211968.0,232614555256.065,4138.16778761535
GBR,1977,56193492.0,263066457352.172,4681.43993173038
GBR,1978,56196504.0,335883029721.956,5976.93816899991
GBR,1979,56246951.0,438994070309.191,7804.76208051155
GBR,1980,56314216.0,564947710899.373,10032.062080015
GBR,1981,56333829.0,540765675241.158,9599.30622221965
GBR,1982,56313641.0,515048916841.37,9146.07735701852
GBR,1983,56332848.0,489618008185.539,8691.51881306514
GBR,1984,56422072.0,461487097632.349,8179.19444064991
GBR,1985,56550268.0,489285164271.047,8652.21654247593
GBR,1986,56681396.0,601452653180.885,10611.112210096
GBR,1987,56802050.0,745162608269.325,13118.586534629
GBR,1988,56928327.0,910122732123.799,15987.1680775688
GBR,1989,57076711.0,926884816753.927,16239.2821960944
GBR,1990,57247586.0,1093169389204.55,19095.4669984608
GBR,1991,57424897.0,1142797178130.51,19900.7266505069
GBR,1992,57580402.0,1179659529659.53,20487.1707852878
GBR,1993,57718614.0,1061388722255.55,18389.0195675099
GBR,1994,57865745.0,1140489745944.29,19709.2380983653
GBR,1995,58019030.0,1349094208616.06,23252.6157127423
GBR,1996,58166950.0,1425287051482.06,24503.3829602903
GBR,1997,58316954.0,1569317288801.57,26910.1381529902
GBR,1998,58487141.0,1660821464060.95,28396.3523548013
GBR,1999,58682466.0,1693458987218.9,28858.0065333126
GBR,2000,58892514.0,1671597821152.97,28383.8761094996
GBR,2001,59119673.0,1656171009068.66,28013.8729635508
GBR,2002,59370479.0,1790536570743.41,30158.7017807858
GBR,2003,59647577.0,2061227755102.04,34556.7726095905
GBR,2004,59987905.0,2429774807762.72,40504.4118103928
GBR,2005,60401206.0,2551361818181.82,42240.2462987547
GBR,2006,60846820.0,2719558417663.29,44695.161023424
GBR,2007,61322463.0,3104699879951.98,50629.0799172887
GBR,2008,61806995.0,2945251838235.29,47652.4030691881
GBR,2009,62276270.0,2429358155475.93,39009.3715547821
GBR,2010,62766365.0,2496740681057.14,39778.3220528565
GBR,2011,63258810.0,2675590034128.66,42295.9273835322
GBR,2012,63711000.0,2719715961539.83,42688.3263728372
GBR,2013,64139000.0,2796908333283.39,43606.9837896348
GBR,2014,64620000.0,3085362169410.29,47746.2421759562
GBR,2015,65088000.0,2945579890258.46,45255.3449216209
GBR,2016,65607000.0,2706807606538.73,41257.9085545556
GBR,2017,65966000.0,2699118387873.1,40916.8115070354
GBR,2018,66289000.0,2897028009916.05,43702.9976303165
GBR,2019,66631000.0,2875710080015.3,43158.7411267323
GBR,2020,66744000.0,2724001478304.59,40812.6794663879
GBR,2021,66984000.0,3194559188925.93,47691.3768799404
GBR,2022,67604000.0,3181244350465.41,47057.043229179
GBR,2023,68492000.0,3420796653789.08,49944.4702124201
GBR,2024,69226000.0,3686033044482.13,53246.3676145108
GEO,1960,3645600.0,,
GEO,1961,3703600.0,,
GEO,1962,3760300.0,,
GEO,1963,3816100.0,,
GEO,1964,3870300.0,,
GEO,1965,3921600.0,,
GEO,1966,3966700.0,,
GEO,1967,4005800.0,,
GEO,1968,4042300.0,,
GEO,1969,4080300.0,,
GEO,1970,4119900.0,,
GEO,1971,4163000.0,,
GEO,1972,4205300.0,,
GEO,1973,4242500.0,,
GEO,1974,4279500.0,,
GEO,1975,4311200.0,,
GEO,1976,4342400.0,,
GEO,1977,4372100.0,,
GEO,1978,4397700.0,,
GEO,1979,4430200.0,,
GEO,1980,4467700.0,,
GEO,1981,4504500.0,,
GEO,1982,4542800.0,,
GEO,1983,4582900.0,,
GEO,1984,4622200.0,,
GEO,1985,4662900.0,,
GEO,1986,4704500.0,,
GEO,1987,4743500.0,7321981333.6772,1543.58202459728
GEO,1988,4790700.0,8833588173.40023,1843.90343235858
GEO,1989,4803300.0,8902632715.25406,1853.44090838675
GEO,1990,4802000.0,7735927263.59261,1610.98027146868
GEO,1991,4835900.0,6324503311.25828,1307.82342713006
GEO,1992,4873500.0,3690328963.64086,757.223548505358
GEO,1993,4911100.0,2701181331.30816,550.015542609224
GEO,1994,4836076.0,2513867645.13316,519.815578814965
GEO,1995,4657722.0,2693732611.81599,578.336923460866
GEO,1996,4491699.0,3094936177.1918,689.034634153312
GEO,1997,4349913.0,3510520231.21387,807.032285752352
GEO,1998,4243607.0,3613497316.55319,851.515542450841
GEO,1999,4157192.0,2800025882.71672,673.537782887275
GEO,2000,4077131.0,3057475335.18846,749.908534993961
GEO,2001,4014373.0,3219462262.0075,801.98383707929
GEO,2002,3978515.0,3395766677.67315,853.526171868939
GEO,2003,3951736.0,3991377904.13162,1010.03151630868
GEO,2004,3927340.0,5125365191.98664,1305.04748557208
GEO,2005,3902469.0,6410912049.87105,1642.78359414797
GEO,2006,3880347.0,7745250733.95067,1996.02013272284
GEO,2007,3860158.0,10172931088.5655,2635.36650276116
GEO,2008,3848449.0,12795145130.9103,3324.7537205015
GEO,2009,3814419.0,10766920065.8251,2822.68939668797
GEO,2010,3786695.0,12426907967.1578,3281.72930937343
GEO,2011,3756441.0,15475290469.2869,4119.66818307193
GEO,2012,3728874.0,16894392033.2256,4530.69533409431
GEO,2013,3717668.0,17517660143.6859,4712.00229382665
GEO,2014,3719414.0,17966015109.3043,4830.33486170249
GEO,2015,3725276.0,15223796148.8396,4086.6223465965
GEO,2016,3727505.0,15444548901.9637,4143.40125686315
GEO,2017,3728004.0,16473125375.0684,4418.75206546679
GEO,2018,3726549.0,17902544880.6471,4804.0546040444
GEO,2019,3720161.0,17638337116.9126,4741.2832715876
GEO,2020,3722716.0,16010869215.68,4300.85701291207
GEO,2021,3708610.0,18853115588.8106,5083.60695484577
GEO,2022,3712502.0,24984568959.605,6729.84659930283
GEO,2023,3715483.0,30777833600.6515,8283.66960652261
GEO,2024,3699557.0,34189423544.9955,9241.49122313713
GHA,1960,6961215.0,1217230094.97205,174.858856531804
GHA,1961,7162667.0,1302674324.88378,181.870010833085
GHA,1962,7337375.0,1382515654.47343,188.421016299893
GHA,1963,7514714.0,1540797588.57221,205.037422391885
GHA,1964,7695739.0,1731296199.52296,224.968154393354
GHA,1965,7882606.0,2053462968.0426,260.50559523622
GHA,1966,8074521.0,2126300672.22965,263.334589411514
GHA,1967,8271913.0,1747187644.9031,211.219296540365
GHA,1968,8475729.0,1666909517.65205,196.668571830464
GHA,1969,8690383.0,1962050555.7775,225.772621963554
GHA,1970,8925813.0,2215028588.45646,248.159869409818
GHA,1971,9176264.0,2417108577.52739,263.408787882235
GHA,1972,9438187.0,2112293279.98507,223.80286383233
GHA,1973,9714617.0,3006766758.43977,309.509552300391
GHA,1974,10000523.0,2894409937.8882,289.425856816508
GHA,1975,10294308.0,2810106382.97872,272.976715188503
GHA,1976,10594913.0,2765254237.28814,260.998295813107
GHA,1977,10911871.0,3189428571.42857,292.28979809499
GHA,1978,11248450.0,3662478184.99127,325.598476678233
GHA,1979,11597255.0,4020227920.22792,346.653403777697
GHA,1980,11941448.0,4445228215.76763,372.252026367961
GHA,1981,12281712.0,4222441860.46512,343.799126739425
GHA,1982,12643819.0,4035994397.7591,319.206910329791
GHA,1983,13029836.0,4057275132.27513,311.383438154949
GHA,1984,13370590.0,4412279843.44423,329.998888863111
GHA,1985,13661229.0,4504306722.68908,329.714604937014
GHA,1986,13965217.0,5735677433.82683,410.711658388611
GHA,1987,14289108.0,5074829931.97279,355.153724919203
GHA,1988,14636568.0,5197765031.64557,355.121844932881
GHA,1989,15006813.0,5251858439.874,349.964941914982
GHA,1990,15394648.0,5889106573.46088,382.54246368354
GHA,1991,15787496.0,6603185267.79643,418.254121349986
GHA,1992,16184855.0,6416103925.83267,396.426407640517
GHA,1993,16589519.0,5968922939.37198,359.800844097528
GHA,1994,16993190.0,5446383726.77047,320.50390343252
GHA,1995,17399017.0,6464382807.67884,371.537243033836
GHA,1996,17810181.0,6932991739.37767,389.271267898831
GHA,1997,18238958.0,6891443192.24985,377.841935501461
GHA,1998,18688036.0,7482069162.42008,400.366799508524
GHA,1999,19149864.0,7718109982.26093,403.037326127273
GHA,2000,19637087.0,4982850662.20851,253.746936203344
GHA,2001,20167069.0,5314872854.4405,263.542156494853
GHA,2002,20729388.0,6166197847.85031,297.46164468774
GHA,2003,21296705.0,7632723555.66221,358.39927142073
GHA,2004,21868298.0,8881417906.71432,406.132105329565
GHA,2005,22449438.0,10744568381.4456,478.611909191028
GHA,2006,23040702.0,20885037596.6963,906.441027564887
GHA,2007,23642279.0,24827339138.4906,1050.12461524926
GHA,2008,24249946.0,28679383241.0729,1182.65761256016
GHA,2009,24862664.0,26048720005.5233,1047.70430093586
GHA,2010,25474995.0,32197655566.5347,1263.89251760539
GHA,2011,26095088.0,39336668080.559,1507.43573198753
GHA,2012,26734268.0,41271701060.954,1543.77524235764
GHA,2013,27386193.0,62845721959.827,2294.79584693743
GHA,2014,28041592.0,54678533805.9064,1949.90832923846
GHA,2015,28696068.0,49436806230.4839,1722.77282833606
GHA,2016,29356742.0,56144179397.8516,1912.47991339951
GHA,2017,30008354.0,60385409434.8567,2012.28662641265
GHA,2018,30637585.0,67259353965.6087,2195.32166016377
GHA,2019,31258945.0,68352629246.1555,2186.65822682613
GHA,2020,31887809.0,70008243859.8666,2195.45481659987
GHA,2021,32518665.0,79514204730.3979,2445.18662529344
GHA,2022,33149152.0,73919003209.9866,2229.89122647803
GHA,2023,33787914.0,80547146878.3843,2383.90410483418
GHA,2024,34427414.0,82308110386.4641,2390.77237652715
GIN,1960,3556749.0,,
GIN,1961,3619551.0,,
GIN,1962,3684273.0,,
GIN,1963,3750954.0,,
GIN,1964,3819722.0,,
GIN,1965,3890716.0,,
GIN,1966,3964155.0,,
GIN,1967,4040153.0,,
GIN,1968,4118550.0,,
GIN,1969,4198300.0,,
GIN,1970,4277535.0,3220224607.81851,752.822503572388
GIN,1971,4355200.0,3594302908.06164,825.289977053096
GIN,1972,4431292.0,4203069035.01427,948.497421297055
GIN,1973,4506324.0,5152080387.55572,1143.30003514078
GIN,1974,4580510.0,5691417541.33871,1242.5292252039
GIN,1975,4653876.0,6102769605.43001,1311.33051362563
GIN,1976,4727022.0,6762781870.6211,1430.66435286764
GIN,1977,4801128.0,6914381290.57116,1440.15766515101
GIN,1978,4877854.0,8087305999.0597,1657.96393230706
GIN,1979,4959283.0,8877094497.44971,1789.99554924567
